Iteration,Cross-Entropy
1,2.0913124084472656
2,6.530843734741211
3,2.18281888961792
4,3.7184441089630127
5,2.947209119796753
6,3.1434690952301025
7,2.91530704498291
8,2.4049437046051025
9,2.3492441177368164
10,2.141649007797241
11,2.134680986404419
12,2.10378098487854
13,2.031552314758301
14,2.0450055599212646
15,1.999967098236084
16,2.0476913452148438
17,2.1369552612304688
18,1.968461036682129
19,1.9939321279525757
20,1.9818120002746582
21,1.9536539316177368
22,1.9456253051757812
23,1.9632682800292969
24,2.007502317428589
25,2.0621440410614014
26,2.005781888961792
27,2.012816905975342
28,1.9798378944396973
29,1.9566047191619873
30,1.9251073598861694
31,1.9078691005706787
32,1.8829518556594849
33,1.8957390785217285
34,1.9144929647445679
35,1.9961588382720947
36,1.985202431678772
37,1.9301981925964355
38,1.9164469242095947
39,1.866645097732544
40,1.8181639909744263
41,1.8066784143447876
42,1.8070796728134155
43,1.8182934522628784
44,1.792994499206543
45,1.783595085144043
46,1.782443881034851
47,1.7728784084320068
48,1.796215295791626
49,1.8069475889205933
50,1.7851735353469849
51,1.7956684827804565
52,1.8511779308319092
53,1.8707095384597778
54,1.8375270366668701
55,1.7887307405471802
56,1.7670624256134033
57,1.7525248527526855
58,1.7598055601119995
59,1.7482788562774658
60,1.739582896232605
61,1.7430227994918823
62,1.7441331148147583
63,1.7509396076202393
64,1.7355374097824097
65,1.7128785848617554
66,1.6995762586593628
67,1.706770420074463
68,1.7106211185455322
69,1.7146621942520142
70,1.7181483507156372
71,1.699855089187622
72,1.6868829727172852
73,1.6851720809936523
74,1.701130747795105
75,1.730567216873169
76,1.7249952554702759
77,1.7548084259033203
78,1.7050731182098389
79,1.7187281847000122
80,1.6781177520751953
81,1.668117880821228
82,1.6885218620300293
83,1.688763976097107
84,1.6953508853912354
85,1.7068405151367188
86,1.7134673595428467
87,1.7072468996047974
88,1.680984377861023
89,1.6988872289657593
90,1.6948763132095337
91,1.7357978820800781
92,1.7389060258865356
93,1.677525281906128
94,1.6618751287460327
95,1.6462427377700806
96,1.6426825523376465
97,1.6348212957382202
98,1.6440163850784302
99,1.6474413871765137
100,1.6688159704208374
101,1.6359041929244995
102,1.6360666751861572
103,1.6371031999588013
104,1.6265184879302979
105,1.6196352243423462
106,1.6182416677474976
107,1.6211408376693726
108,1.624210000038147
109,1.6122335195541382
110,1.6111387014389038
111,1.6212602853775024
112,1.6234612464904785
113,1.6325966119766235
114,1.6474378108978271
115,1.643906593322754
116,1.6414214372634888
117,1.6417827606201172
118,1.6374077796936035
119,1.6631227731704712
120,1.613982081413269
121,1.6353156566619873
122,1.6177533864974976
123,1.5989183187484741
124,1.6156189441680908
125,1.6175119876861572
126,1.6054707765579224
127,1.616607666015625
128,1.6090545654296875
129,1.6002691984176636
130,1.610650897026062
131,1.611830472946167
132,1.6283754110336304
133,1.6085386276245117
134,1.628016710281372
135,1.6281508207321167
136,1.5904968976974487
137,1.6002942323684692
138,1.5979660749435425
139,1.590191125869751
140,1.5752350091934204
141,1.5672931671142578
142,1.5667212009429932
143,1.578856348991394
144,1.5806161165237427
145,1.5981271266937256
146,1.592528223991394
147,1.5593323707580566
148,1.5642857551574707
149,1.5610450506210327
150,1.5735483169555664
151,1.5718647241592407
152,1.5699833631515503
153,1.5744521617889404
154,1.5883620977401733
155,1.614536166191101
156,1.6041080951690674
157,1.6345820426940918
158,1.6231871843338013
159,1.5829658508300781
160,1.6212220191955566
161,1.5945123434066772
162,1.5719530582427979
163,1.5615235567092896
164,1.550480604171753
165,1.5403239727020264
166,1.54658043384552
167,1.5470956563949585
168,1.5322885513305664
169,1.5410758256912231
170,1.5314620733261108
171,1.542722463607788
172,1.5531104803085327
173,1.5657240152359009
174,1.5775119066238403
175,1.589843511581421
176,1.563830018043518
177,1.5320155620574951
178,1.524654746055603
179,1.5359978675842285
180,1.529556393623352
181,1.5355151891708374
182,1.5176290273666382
183,1.5454310178756714
184,1.534749984741211
185,1.5629507303237915
186,1.5363794565200806
187,1.5359773635864258
188,1.520387053489685
189,1.5143544673919678
190,1.521554946899414
191,1.5137443542480469
192,1.5341517925262451
193,1.555062174797058
194,1.5525319576263428
195,1.5700749158859253
196,1.5734755992889404
197,1.5929514169692993
198,1.5713633298873901
199,1.5438332557678223
200,1.5213443040847778
201,1.527920126914978
202,1.518967866897583
203,1.4967374801635742
204,1.5102143287658691
205,1.4947792291641235
206,1.514324426651001
207,1.521769642829895
208,1.5187878608703613
209,1.519924521446228
210,1.49808669090271
211,1.503381609916687
212,1.5214495658874512
213,1.5259054899215698
214,1.515142798423767
215,1.4938417673110962
216,1.5108264684677124
217,1.50100576877594
218,1.5311495065689087
219,1.522656798362732
220,1.5480865240097046
221,1.5120019912719727
222,1.4993447065353394
223,1.4809902906417847
224,1.478403091430664
225,1.4719548225402832
226,1.5157849788665771
227,1.5424655675888062
228,1.53939688205719
229,1.5402528047561646
230,1.5578042268753052
231,1.5616512298583984
232,1.5105060338974
233,1.5298290252685547
234,1.512995958328247
235,1.5350985527038574
236,1.5129188299179077
237,1.5684454441070557
238,1.6110717058181763
239,1.638014554977417
240,1.5528082847595215
241,1.5538915395736694
242,1.5415149927139282
243,1.490692377090454
244,1.4923771619796753
245,1.475202202796936
246,1.4589276313781738
247,1.454724669456482
248,1.450463891029358
249,1.4592779874801636
250,1.477813720703125
251,1.4895339012145996
252,1.4725321531295776
253,1.4937185049057007
254,1.5004419088363647
255,1.4937756061553955
256,1.532599687576294
257,1.4980117082595825
258,1.4634275436401367
259,1.4706740379333496
260,1.4425407648086548
261,1.4358493089675903
262,1.4660089015960693
263,1.4754160642623901
264,1.4423258304595947
265,1.4486589431762695
266,1.437150478363037
267,1.4400492906570435
268,1.4504374265670776
269,1.4537354707717896
270,1.4507184028625488
271,1.4475436210632324
272,1.4673779010772705
273,1.469244360923767
274,1.4543671607971191
275,1.4546523094177246
276,1.442091941833496
277,1.4642565250396729
278,1.4778234958648682
279,1.4718230962753296
280,1.473663330078125
281,1.492324948310852
282,1.4928021430969238
283,1.486457347869873
284,1.5053339004516602
285,1.4976553916931152
286,1.4978668689727783
287,1.5440433025360107
288,1.5171844959259033
289,1.5187387466430664
290,1.5249183177947998
291,1.552133560180664
292,1.5255566835403442
293,1.4939178228378296
294,1.47390878200531
295,1.4696094989776611
296,1.442691445350647
297,1.4366151094436646
298,1.4234914779663086
299,1.4325494766235352
300,1.4241302013397217
301,1.4280511140823364
302,1.42405366897583
303,1.4446278810501099
304,1.44184410572052
305,1.4512042999267578
306,1.4289851188659668
307,1.411889910697937
308,1.419507384300232
309,1.4121301174163818
310,1.4142982959747314
311,1.4321869611740112
312,1.4467641115188599
313,1.4760843515396118
314,1.433329701423645
315,1.4327622652053833
316,1.416002631187439
317,1.4207247495651245
318,1.4277827739715576
319,1.4237929582595825
320,1.4275853633880615
321,1.452407956123352
322,1.4220476150512695
323,1.4475171566009521
324,1.4455842971801758
325,1.4301928281784058
326,1.4046916961669922
327,1.4134060144424438
328,1.401559591293335
329,1.3967326879501343
330,1.402268409729004
331,1.3979181051254272
332,1.4006789922714233
333,1.4354443550109863
334,1.4186813831329346
335,1.4172898530960083
336,1.4131605625152588
337,1.4152320623397827
338,1.4185600280761719
339,1.4200191497802734
340,1.4159259796142578
341,1.44216787815094
342,1.4461259841918945
343,1.4400057792663574
344,1.4460917711257935
345,1.4449551105499268
346,1.4483568668365479
347,1.45751953125
348,1.4626661539077759
349,1.4639687538146973
350,1.4568121433258057
351,1.4946714639663696
352,1.528612732887268
353,1.5380419492721558
354,1.4898737668991089
355,1.4887052774429321
356,1.4728853702545166
357,1.4422838687896729
358,1.4476079940795898
359,1.451723575592041
360,1.4522758722305298
361,1.433119773864746
362,1.4391882419586182
363,1.431212306022644
364,1.4448210000991821
365,1.4622979164123535
366,1.4171866178512573
367,1.3867672681808472
368,1.3640673160552979
369,1.396462082862854
370,1.3815548419952393
371,1.3791579008102417
372,1.3898606300354004
373,1.378024935722351
374,1.4113123416900635
375,1.4083508253097534
376,1.3863414525985718
377,1.3698170185089111
378,1.3923721313476562
379,1.4158049821853638
380,1.4098097085952759
381,1.4357833862304688
382,1.4162180423736572
383,1.4102615118026733
384,1.38882315158844
385,1.3741633892059326
386,1.3606278896331787
387,1.3803409337997437
388,1.387092113494873
389,1.3609414100646973
390,1.3553547859191895
391,1.3594887256622314
392,1.3564472198486328
393,1.3625086545944214
394,1.3750090599060059
395,1.3585766553878784
396,1.3785183429718018
397,1.3596148490905762
398,1.3686325550079346
399,1.3694461584091187
400,1.373342514038086
401,1.381902813911438
402,1.3825799226760864
403,1.4029427766799927
404,1.3954466581344604
405,1.3869779109954834
406,1.3928290605545044
407,1.4115971326828003
408,1.4074832201004028
409,1.3846853971481323
410,1.4010676145553589
411,1.3813837766647339
412,1.394750952720642
413,1.3945510387420654
414,1.362784504890442
415,1.3814170360565186
416,1.3540947437286377
417,1.3404978513717651
418,1.3636958599090576
419,1.3850345611572266
420,1.3949252367019653
421,1.3982564210891724
422,1.4050393104553223
423,1.4260777235031128
424,1.385080337524414
425,1.380876898765564
426,1.3715373277664185
427,1.3824539184570312
428,1.3936665058135986
429,1.424637794494629
430,1.4156630039215088
431,1.3915610313415527
432,1.3779300451278687
433,1.3755913972854614
434,1.3779327869415283
435,1.3544397354125977
436,1.3590630292892456
437,1.3794336318969727
438,1.4046093225479126
439,1.3996988534927368
440,1.4105383157730103
441,1.3874764442443848
442,1.354698657989502
443,1.3680213689804077
444,1.3624560832977295
445,1.377084732055664
446,1.3805266618728638
447,1.3850135803222656
448,1.3918265104293823
449,1.3604052066802979
450,1.3499541282653809
451,1.358551025390625
452,1.3721004724502563
453,1.3728199005126953
454,1.3795251846313477
455,1.3592455387115479
456,1.36090886592865
457,1.3492836952209473
458,1.346138596534729
459,1.3319882154464722
460,1.3341848850250244
461,1.3244268894195557
462,1.3533953428268433
463,1.332592487335205
464,1.3442916870117188
465,1.4077626466751099
466,1.3986355066299438
467,1.418625831604004
468,1.3992035388946533
469,1.384975552558899
470,1.374367356300354
471,1.3617933988571167
472,1.355371356010437
473,1.3459999561309814
474,1.320755958557129
475,1.3144010305404663
476,1.3172733783721924
477,1.3296493291854858
478,1.321559190750122
479,1.3110880851745605
480,1.333940029144287
481,1.3022615909576416
482,1.3179582357406616
483,1.3235536813735962
484,1.3371254205703735
485,1.3370853662490845
486,1.3471957445144653
487,1.3348599672317505
488,1.3303667306900024
489,1.319342851638794
490,1.3389390707015991
491,1.355970025062561
492,1.3560996055603027
493,1.3644163608551025
494,1.3835889101028442
495,1.372768759727478
496,1.3389790058135986
497,1.3329638242721558
498,1.3161927461624146
499,1.3307592868804932
500,1.3227635622024536
501,1.3366098403930664
502,1.3069398403167725
503,1.2956773042678833
504,1.3382526636123657
505,1.3392581939697266
506,1.3674644231796265
507,1.353969931602478
508,1.347076416015625
509,1.35040283203125
510,1.3624950647354126
511,1.3392611742019653
512,1.386348843574524
513,1.3702141046524048
514,1.377619981765747
515,1.3341701030731201
516,1.323794960975647
517,1.2970649003982544
518,1.2965037822723389
519,1.3067710399627686
520,1.3083420991897583
521,1.3007116317749023
522,1.3180314302444458
523,1.3433990478515625
524,1.376654028892517
525,1.3023642301559448
526,1.3286330699920654
527,1.3113117218017578
528,1.3232771158218384
529,1.305119276046753
530,1.3025524616241455
531,1.2897952795028687
532,1.2810368537902832
533,1.2666146755218506
534,1.263850450515747
535,1.2925440073013306
536,1.2765930891036987
537,1.297944188117981
538,1.2744078636169434
539,1.290147066116333
540,1.3049311637878418
541,1.3110175132751465
542,1.3449876308441162
543,1.3314735889434814
544,1.3347030878067017
545,1.3553680181503296
546,1.3359768390655518
547,1.3333929777145386
548,1.3353079557418823
549,1.3271536827087402
550,1.3362624645233154
551,1.3495631217956543
552,1.3822274208068848
553,1.3727375268936157
554,1.3449243307113647
555,1.3527321815490723
556,1.2977421283721924
557,1.2860958576202393
558,1.2976089715957642
559,1.2984752655029297
560,1.2950756549835205
561,1.2922263145446777
562,1.3419262170791626
563,1.3203415870666504
564,1.3047378063201904
565,1.2946877479553223
566,1.282976746559143
567,1.3010088205337524
568,1.2643513679504395
569,1.2651135921478271
570,1.2660083770751953
571,1.2528408765792847
572,1.2626152038574219
573,1.2662289142608643
574,1.2586075067520142
575,1.2752597332000732
576,1.2688833475112915
577,1.2785156965255737
578,1.2879736423492432
579,1.296763300895691
580,1.2851475477218628
581,1.2761417627334595
582,1.265306830406189
583,1.2656272649765015
584,1.26035475730896
585,1.293867588043213
586,1.2563408613204956
587,1.2722376585006714
588,1.2783902883529663
589,1.2872048616409302
590,1.288506269454956
591,1.2998335361480713
592,1.3355222940444946
593,1.3146413564682007
594,1.326427936553955
595,1.309167504310608
596,1.349622368812561
597,1.2982488870620728
598,1.2554267644882202
599,1.2577821016311646
600,1.2687046527862549
601,1.312906265258789
602,1.3071706295013428
603,1.313924789428711
604,1.3275117874145508
605,1.3222541809082031
606,1.3653347492218018
607,1.3796026706695557
608,1.3525346517562866
609,1.3397135734558105
610,1.3173303604125977
611,1.3220927715301514
612,1.3174419403076172
613,1.2838938236236572
614,1.3139989376068115
615,1.3588857650756836
616,1.345661997795105
617,1.3124046325683594
618,1.3077266216278076
619,1.2734878063201904
620,1.2588318586349487
621,1.2428867816925049
622,1.2508971691131592
623,1.2530039548873901
624,1.2522552013397217
625,1.243247389793396
626,1.2986854314804077
627,1.275097370147705
628,1.2461588382720947
629,1.2453889846801758
630,1.2371693849563599
631,1.2302052974700928
632,1.2260440587997437
633,1.234108805656433
634,1.236591100692749
635,1.2431538105010986
636,1.2405811548233032
637,1.2420148849487305
638,1.23306405544281
639,1.2221299409866333
640,1.2526867389678955
641,1.2519221305847168
642,1.2231183052062988
643,1.2283978462219238
644,1.2273426055908203
645,1.2296077013015747
646,1.2111246585845947
647,1.2245124578475952
648,1.2315946817398071
649,1.2516049146652222
650,1.25221848487854
651,1.2811636924743652
652,1.31642746925354
653,1.3395696878433228
654,1.3397259712219238
655,1.2767610549926758
656,1.2610516548156738
657,1.2585535049438477
658,1.2487059831619263
659,1.2701399326324463
660,1.2796951532363892
661,1.2835370302200317
662,1.299662709236145
663,1.2651907205581665
664,1.2584751844406128
665,1.2605897188186646
666,1.278872013092041
667,1.3009225130081177
668,1.274009108543396
669,1.2684903144836426
670,1.2378562688827515
671,1.282577395439148
672,1.239256739616394
673,1.2727766036987305
674,1.23751699924469
675,1.2424616813659668
676,1.2266442775726318
677,1.2340264320373535
678,1.238443374633789
679,1.1990165710449219
680,1.2031794786453247
681,1.2291158437728882
682,1.2309820652008057
683,1.2330782413482666
684,1.228476881980896
685,1.2208906412124634
686,1.2324305772781372
687,1.2145394086837769
688,1.1984531879425049
689,1.2114046812057495
690,1.2183200120925903
691,1.2358568906784058
692,1.2150555849075317
693,1.2339023351669312
694,1.2139009237289429
695,1.2067228555679321
696,1.2187191247940063
697,1.1679677963256836
698,1.1921167373657227
699,1.189319372177124
700,1.204727292060852
701,1.214959979057312
702,1.213210105895996
703,1.207346796989441
704,1.2003761529922485
705,1.2237873077392578
706,1.2454581260681152
707,1.2347602844238281
708,1.2604938745498657
709,1.213473916053772
710,1.2285301685333252
711,1.2360336780548096
712,1.2509249448776245
713,1.2409086227416992
714,1.2744696140289307
715,1.2982633113861084
716,1.3080881834030151
717,1.3259891271591187
718,1.26426362991333
719,1.2394747734069824
720,1.229878306388855
721,1.2401456832885742
722,1.216262698173523
723,1.212249994277954
724,1.206559658050537
725,1.2316981554031372
726,1.2390613555908203
727,1.250120997428894
728,1.2801052331924438
729,1.260947585105896
730,1.2334202527999878
731,1.197333812713623
732,1.2175390720367432
733,1.2170077562332153
734,1.262189269065857
735,1.270332932472229
736,1.2354527711868286
737,1.2301479578018188
738,1.220845103263855
739,1.222097635269165
740,1.2227048873901367
741,1.2216941118240356
742,1.1763780117034912
743,1.1954346895217896
744,1.1985117197036743
745,1.188367247581482
746,1.241882085800171
747,1.2582396268844604
748,1.2301080226898193
749,1.1985483169555664
750,1.217441439628601
751,1.2184648513793945
752,1.199594259262085
753,1.188612699508667
754,1.221169114112854
755,1.2401732206344604
756,1.2586313486099243
757,1.250820279121399
758,1.2576619386672974
759,1.2630202770233154
760,1.2276517152786255
761,1.216611623764038
762,1.185549259185791
763,1.1984567642211914
764,1.1989027261734009
765,1.2152475118637085
766,1.2131173610687256
767,1.1679339408874512
768,1.1964924335479736
769,1.1837811470031738
770,1.1608942747116089
771,1.168683648109436
772,1.1762135028839111
773,1.1927746534347534
774,1.1756843328475952
775,1.1552226543426514
776,1.1525973081588745
777,1.1548805236816406
778,1.1489105224609375
779,1.1617578268051147
780,1.1689037084579468
781,1.1692674160003662
782,1.17501962184906
783,1.1726285219192505
784,1.1977038383483887
785,1.2042183876037598
786,1.2159606218338013
787,1.1972652673721313
788,1.2084499597549438
789,1.2050939798355103
790,1.2115890979766846
791,1.2024749517440796
792,1.2259361743927002
793,1.2402055263519287
794,1.2824678421020508
795,1.2384486198425293
796,1.2015562057495117
797,1.2050119638442993
798,1.1886210441589355
799,1.168929934501648
800,1.212335228919983
801,1.216091275215149
802,1.2000921964645386
803,1.2133307456970215
804,1.1807674169540405
805,1.1697015762329102
806,1.162790298461914
807,1.1699990034103394
808,1.1518194675445557
809,1.174141526222229
810,1.1710470914840698
811,1.1689257621765137
812,1.1479755640029907
813,1.1905163526535034
814,1.1627789735794067
815,1.135209083557129
816,1.1299903392791748
817,1.1843016147613525
818,1.1429481506347656
819,1.130531907081604
820,1.1533606052398682
821,1.1474052667617798
822,1.1808148622512817
823,1.1830066442489624
824,1.1997891664505005
825,1.1670883893966675
826,1.2197282314300537
827,1.226855754852295
828,1.2160389423370361
829,1.2314834594726562
830,1.199376106262207
831,1.2272822856903076
832,1.2255208492279053
833,1.1939408779144287
834,1.2183997631072998
835,1.222667932510376
836,1.2308615446090698
837,1.2463979721069336
838,1.253743290901184
839,1.1714929342269897
840,1.1675208806991577
841,1.164988398551941
842,1.1536519527435303
843,1.1556077003479004
844,1.1444073915481567
845,1.1570521593093872
846,1.163027048110962
847,1.1570326089859009
848,1.1515125036239624
849,1.1364396810531616
850,1.1521203517913818
851,1.1530016660690308
852,1.1540298461914062
853,1.13437020778656
854,1.1724681854248047
855,1.1622836589813232
856,1.2305341958999634
857,1.175506353378296
858,1.167813777923584
859,1.143329381942749
860,1.185409426689148
861,1.1564992666244507
862,1.1668606996536255
863,1.219375491142273
864,1.2239247560501099
865,1.2248892784118652
866,1.2089303731918335
867,1.1996192932128906
868,1.2201545238494873
869,1.2062348127365112
870,1.1982547044754028
871,1.1736868619918823
872,1.1479618549346924
873,1.1386040449142456
874,1.1494649648666382
875,1.1344987154006958
876,1.1596184968948364
877,1.1321566104888916
878,1.1485830545425415
879,1.1199666261672974
880,1.1197426319122314
881,1.1362367868423462
882,1.109204888343811
883,1.148229956626892
884,1.1722444295883179
885,1.1500389575958252
886,1.1405646800994873
887,1.1222509145736694
888,1.1355445384979248
889,1.1217972040176392
890,1.1459118127822876
891,1.1450120210647583
892,1.1496477127075195
893,1.1465364694595337
894,1.1531866788864136
895,1.1917489767074585
896,1.2144972085952759
897,1.2380900382995605
898,1.1899551153182983
899,1.170525312423706
900,1.165969729423523
901,1.1481859683990479
902,1.1383553743362427
903,1.1410850286483765
904,1.1447839736938477
905,1.1659303903579712
906,1.1921119689941406
907,1.187126636505127
908,1.1377851963043213
909,1.1303631067276
910,1.1515878438949585
911,1.1647660732269287
912,1.1465929746627808
913,1.1874946355819702
914,1.1994149684906006
915,1.2135066986083984
916,1.175018310546875
917,1.2049826383590698
918,1.2063648700714111
919,1.1587938070297241
920,1.132172703742981
921,1.1366747617721558
922,1.1879842281341553
923,1.1971923112869263
924,1.1702131032943726
925,1.1858817338943481
926,1.1623574495315552
927,1.2093360424041748
928,1.1952747106552124
929,1.175094723701477
930,1.20084810256958
931,1.181159496307373
932,1.1411482095718384
933,1.1444536447525024
934,1.0868583917617798
935,1.0979214906692505
936,1.1090428829193115
937,1.1179699897766113
938,1.097503900527954
939,1.1005034446716309
940,1.125405192375183
941,1.112235188484192
942,1.101828694343567
943,1.1103618144989014
944,1.1175590753555298
945,1.1200968027114868
946,1.1221219301223755
947,1.1154181957244873
948,1.1252037286758423
949,1.1171364784240723
950,1.118274211883545
951,1.1073919534683228
952,1.1048665046691895
953,1.1045297384262085
954,1.1025117635726929
955,1.0870376825332642
956,1.0888819694519043
957,1.0899817943572998
958,1.0719668865203857
959,1.0958225727081299
960,1.1130411624908447
961,1.0975159406661987
962,1.1090987920761108
963,1.1225042343139648
964,1.1393228769302368
965,1.131903886795044
966,1.1106369495391846
967,1.1194669008255005
968,1.1184778213500977
969,1.1519891023635864
970,1.126516580581665
971,1.1232631206512451
972,1.1627119779586792
973,1.1964797973632812
974,1.1983578205108643
975,1.217997431755066
976,1.2344169616699219
977,1.2040131092071533
978,1.2266424894332886
979,1.156191110610962
980,1.1331321001052856
981,1.1289769411087036
982,1.1142723560333252
983,1.120308518409729
984,1.1210960149765015
985,1.1190402507781982
986,1.1072936058044434
987,1.107745885848999
988,1.1428276300430298
989,1.1036375761032104
990,1.1222935914993286
991,1.1551645994186401
992,1.1431467533111572
993,1.0974124670028687
994,1.0950690507888794
995,1.1039050817489624
996,1.0872188806533813
997,1.1334009170532227
998,1.0859001874923706
999,1.0928847789764404
1000,1.1021009683609009
1001,1.1083711385726929
1002,1.1061975955963135
1003,1.1001958847045898
1004,1.0899032354354858
1005,1.0791841745376587
1006,1.0973365306854248
1007,1.0896989107131958
1008,1.084014654159546
1009,1.1055210828781128
1010,1.103820562362671
1011,1.0855116844177246
1012,1.0994983911514282
1013,1.0838266611099243
1014,1.0955629348754883
1015,1.086937427520752
1016,1.0796796083450317
1017,1.0751771926879883
1018,1.1185740232467651
1019,1.1293762922286987
1020,1.1309113502502441
1021,1.1438602209091187
1022,1.1497060060501099
1023,1.1832194328308105
1024,1.1552220582962036
1025,1.1586194038391113
1026,1.149262547492981
1027,1.1195067167282104
1028,1.093225359916687
1029,1.1272063255310059
1030,1.164027452468872
1031,1.137819766998291
1032,1.1468690633773804
1033,1.1308411359786987
1034,1.1055235862731934
1035,1.098851203918457
1036,1.0640383958816528
1037,1.0823493003845215
1038,1.093280553817749
1039,1.0975359678268433
1040,1.1037724018096924
1041,1.107592225074768
